series_index,series_title,question_number,level,points,prompt,image_url,audio_url,image_local_path,audio_local_path,A,B,C,D,correct_answer_text,correct_letter
10,Série 9,36,C2,33,Question 36 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139066472-v7g7hd.mp3,,tcf_oral_output\audios\series_10_q36.mp3,Elles réapprennent certains gestes.,Elles rencontrent d’autres joueurs.,Elles se réintègrent à la communauté.,Elles stimulent leurs facultés cérébrales.,Elles stimulent leurs facultés cérébrales.,D
10,Série 9,37,C2,33,Question 37 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139064341-vz5g60.mp3,,tcf_oral_output\audios\series_10_q37.mp3,Une diminution de la longueur des entretiens.,Une meilleure diffusion des offres d’emploi.,Une plus grande équité entre les candidats.,Une protection accrue des données personnelles.,Une plus grande équité entre les candidats.,C
10,Série 9,38,C2,33,Question 38 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139064056-tbpka7.mp3,,tcf_oral_output\audios\series_10_q38.mp3,Comme un prétexte pour éviter de traiter les questions significatives.,Comme une occasion de commenter ce qui ne va pas dans notre société.,Comme un moyen de sensibiliser le public aux problèmes des individus.,Comme une façon de distraire les individus de leurs petits soucis quotidiens.,Comme un prétexte pour éviter de traiter les questions significatives.,A
10,Série 9,39,C2,33,Question 39 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766139066881-ksilff.mp3,,tcf_oral_output\audios\series_10_q39.mp3,Un désir d’enfance satisfait spontanément.,Un moyen de devenir rapidement célèbre.,Un souhait de ses parents qu’il a assumé.,Une passion née du hasard de rencontres.,Un souhait de ses parents qu’il a assumé.,C
11,Série 10,1,A1,3,"Question 1 : Écoutez les 4 propositions, choisissez celle qui correspond à l’image.",https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1766068251199-4duhlg.jpg,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068252424-xlea34.mp3,tcf_oral_output\images\series_11_q01.jpg,tcf_oral_output\audios\series_11_q01.mp3,,,,,A,A
11,Série 10,2,A1,3,"Question 2 : Écoutez les 4 propositions, choisissez celle qui correspond à l’image.",https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1766068251871-6du5wc.jpg,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068252583-y1wbsd.mp3,tcf_oral_output\images\series_11_q02.jpg,tcf_oral_output\audios\series_11_q02.mp3,,,,,A,A
11,Série 10,3,A1,3,"Question 3 : Écoutez les 4 propositions, choisissez celle qui correspond à l’image.",https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1766068251862-3o44p0.jpg,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068252463-ofkosy.mp3,tcf_oral_output\images\series_11_q03.jpg,tcf_oral_output\audios\series_11_q03.mp3,,,,,A,A
11,Série 10,4,A1,3,"Question 4 : Écoutez les 4 propositions, choisissez celle qui correspond à l’image.",https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1766068251882-48w426.jpg,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068252591-lyuytq.mp3,tcf_oral_output\images\series_11_q04.jpg,tcf_oral_output\audios\series_11_q04.mp3,,,,,B,B
11,Série 10,5,A2,9,Question 5 : Écoutez l’extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068240465-1bj4jo.mp3,,tcf_oral_output\audios\series_11_q05.mp3,,,,,A,A
11,Série 10,6,A2,9,Question 6 : Écoutez l’extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068241186-ua52a0.mp3,,tcf_oral_output\audios\series_11_q06.mp3,,,,,B,B
11,Série 10,7,A2,9,Question 7 : Écoutez l’extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068241244-ulmpsc.mp3,,tcf_oral_output\audios\series_11_q07.mp3,,,,,A,A
11,Série 10,8,A2,9,Question 8 : Écoutez l’extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245765-w4suyf.mp3,,tcf_oral_output\audios\series_11_q08.mp3,,,,,C,C
11,Série 10,9,A2,9,Question 9 : Écoutez l’extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068251380-kjej82.mp3,,tcf_oral_output\audios\series_11_q09.mp3,,,,,A,A
11,Série 10,10,A2,9,Question 10 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245774-caoltm.mp3,,tcf_oral_output\audios\series_11_q10.mp3,Elle est déjà vendue.,Elle est en panne.,Elle est irréparable.,Elle est trop chère.,Elle est en panne.,B
11,Série 10,11,B1,15,Question 11 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068243133-cygroc.mp3,,tcf_oral_output\audios\series_11_q11.mp3,D’un prochain déménagement.,De sport pour le week-end.,De vacances en famille.,D’un problème de santé.,De vacances en famille.,C
11,Série 10,12,B1,15,Question 12 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245245-g8fpi8.mp3,,tcf_oral_output\audios\series_11_q12.mp3,L’annulation d’un cours.,Le retard d’un professeur.,Les horaires d’un examen.,Un changement de salle.,L’annulation d’un cours.,A
11,Série 10,13,B1,15,Question 13 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068250306-fhx33f.mp3,,tcf_oral_output\audios\series_11_q13.mp3,Manger des plats typiques.,Rencontrer sa famille.,Travailler toute la journée.,Voir une exposition.,Travailler toute la journée.,C
11,Série 10,14,B1,15,Question 14 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245230-c8766p.mp3,,tcf_oral_output\audios\series_11_q14.mp3,De visiter le sud de la France.,De partir ensemble à l’étranger.,De partir chacun de leur côté.,D’aller pêcher avec d’autres amis.,De partir ensemble à l’étranger.,B
11,Série 10,15,B1,15,Question 15 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068240928-6pvwsz.mp3,,tcf_oral_output\audios\series_11_q15.mp3,Continuer jusqu’au hall.,Descendre avec l’ascenseur.,Monter d’un étage.,Prendre le couloir à droite.,Monter d’un étage.,C
11,Série 10,16,B1,15,Question 16 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245327-zcwv35.mp3,,tcf_oral_output\audios\series_11_q16.mp3,Une de leurs amies est gravement malade.,Elles vont rendre visite à une amie.,L’une d’elles doit faire des examens.,L’une d’elles vient d’avoir un accident.,Elles vont rendre visite à une amie.,B
11,Série 10,17,B1,15,Question 17 : Écoutez le document sonore et la question. Choisissez la bonne réponse,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068250283-iclu9t.mp3,,tcf_oral_output\audios\series_11_q17.mp3,Elle part en vacances en Grèce.,Elle part en lune de miel en Grèce.,Elle revient d’un court séjour en Grèce.,Elle vient d’obtenir un emploi en Grèce.,Elle part en vacances en Grèce.,A
11,Série 10,18,B1,15,Question 18 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068243229-yxre6z.mp3,,tcf_oral_output\audios\series_11_q18.mp3,Attendre son tour dans le bureau.,Déposer son dossier sans attendre.,Prendre rendez-vous pour le lendemain.,Revenir plus tard dans la journée.,Revenir plus tard dans la journée.,D
11,Série 10,19,B1,15,Question 19 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068250316-24o8w4.mp3,,tcf_oral_output\audios\series_11_q19.mp3,Acheter une enveloppe.,Changer de l’argent.,Envoyer une lettre.,Retirer un colis.,Envoyer une lettre.,C
11,Série 10,20,B2,21,Question 20 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245305-02lnhw.mp3,,tcf_oral_output\audios\series_11_q20.mp3,Acheter un guide.,Réserver une table.,Trouver une chambre.,Visiter une ville.,Visiter une ville.,D
11,Série 10,21,B2,21,Question 21 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068250271-nqqcrq.mp3,,tcf_oral_output\audios\series_11_q21.mp3,Le bureau des relations internationales.,Le directeur de son département.,Le secrétariat de son département.,L’université étrangère qui l’intéresse.,Le secrétariat de son département.,C
11,Série 10,22,B2,21,Question 22 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068243321-hnd37h.mp3,,tcf_oral_output\audios\series_11_q22.mp3,Ils dînent au restaurant.,Ils jouent aux cartes.,Ils révisent leurs leçons.,Ils préparent le repas.,Ils jouent aux cartes.,B
11,Série 10,23,B2,21,Question 23 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068243402-3oqbx1.mp3,,tcf_oral_output\audios\series_11_q23.mp3,La fréquence des compétitions sportives.,Le contenu des programmes sportifs.,Les contraintes liées aux pratiques sportives.,L’insuffisance des résultats sportifs.,Les contraintes liées aux pratiques sportives.,C
11,Série 10,24,B2,21,Question 24 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068251410-5202c5.mp3,,tcf_oral_output\audios\series_11_q24.mp3,Elles entrent dans la vie active avant les jeunes garçons.,Elles se rebellent très vite face à l’autorité familiale au quotidien.,Elles sont en désaccord avec leurs parents au sujet de leurs études.,Elles sont mieux préparées aux tâches de tous les jours.,Elles se rebellent très vite face à l’autorité familiale au quotidien.,B
11,Série 10,25,B2,21,Question 25 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068243379-rqqbku.mp3,,tcf_oral_output\audios\series_11_q25.mp3,Il a quatre ans d’expérience.,Il a travaillé dans un commerce.,Il accepte de travailler l’été.,Il est très motivé par la formation.,Il a travaillé dans un commerce.,B
11,Série 10,26,B2,21,Question 26 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068243262-10prtc.mp3,,tcf_oral_output\audios\series_11_q26.mp3,Il a créé un partenariat avec une marque de voiture.,Il a distribué gratuitement ses premiers modèles.,Il a engagé des mannequins pour présenter sa collection.,Il s’est d’abord fait connaître auprès des étudiants.,Il s’est d’abord fait connaître auprès des étudiants.,D
11,Série 10,27,B2,21,Question 27 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068251680-167629.mp3,,tcf_oral_output\audios\series_11_q27.mp3,En les incitant à travailler de manière collaborative.,En les poussant à prendre des risques importants.,En leur offrant des formations personnalisées.,En leur proposant de participer à des compétitions.,En les incitant à travailler de manière collaborative.,A
11,Série 10,28,B2,21,Question 28 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068243308-phm53p.mp3,,tcf_oral_output\audios\series_11_q28.mp3,Conseiller des médicaments.,Établir un certificat médical.,Examiner une radiographie.,Traiter un problème de poids.,Établir un certificat médical.,B
11,Série 10,29,B2,21,Question 29 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068251394-17qnoc.mp3,,tcf_oral_output\audios\series_11_q29.mp3,L’obligation d’acheter des moustiquaires.,La coopération avec les autorités publiques.,Le recensement des malades par l’association.,L’implication active de tous les habitants.,L’implication active de tous les habitants.,D
11,Série 10,30,C1,26,Question 30 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068243351-bqtesy.mp3,,tcf_oral_output\audios\series_11_q30.mp3,Pour mieux connaître la région.,Pour aller voir un festival.,Pour s’acheter une maison.,Pour rendre visite à un ami.,Pour s’acheter une maison.,C
11,Série 10,31,C1,26,Question 31 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245838-szbc7n.mp3,,tcf_oral_output\audios\series_11_q31.mp3,Favoriser l’apprentissage de chansons françaises.,Montrer la variété de la langue française.,Promouvoir de nouveaux événements musicaux.,Faire le tour du monde des festivals francophones.,Montrer la variété de la langue française.,B
11,Série 10,32,C1,26,Question 32 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,http://examens.reussir-tcfcanada.com/wp-content/uploads/2022/04/Test-10-–-Q32.mp3,,tcf_oral_output\audios\series_11_q32.mp3,Apprendre à l’élève à se maîtriser sans la présence de professeurs.,Imposer une progression précise à l’élève afin de l’aider à se structurer.,Laisser l’élève progresser à son rythme en l’accompagnant patiemment.,S’appuyer sur ce que l’élève a appris durant son parcours scolaire.,Laisser l’élève progresser à son rythme en l’accompagnant patiemment.,C
11,Série 10,33,C1,26,Question 33 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068243476-zfbwwq.mp3,,tcf_oral_output\audios\series_11_q33.mp3,Contrôler l’aptitude à la conduite d’une certaine catégorie d’usagers.,Obliger les fautifs d’accidents à repasser l’examen du permis.,Réduire la vitesse réglementaire pour les automobilistes séniors.,Simplifier les panneaux de signalisation les plus complexes.,Contrôler l’aptitude à la conduite d’une certaine catégorie d’usagers.,A
11,Série 10,34,C1,26,Question 34 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245218-rq9n06.mp3,,tcf_oral_output\audios\series_11_q34.mp3,Accroître les zones agricoles en déforestation.,Améliorer le rendement des parcelles cultivées.,Exploiter différemment les terres endommagées.,Rendre productifs les terrains vagues urbains.,Exploiter différemment les terres endommagées.,C
11,Série 10,35,C1,26,Question 35 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245279-nowlp4.mp3,,tcf_oral_output\audios\series_11_q35.mp3,C’est un exemple de réussite par le sport.,C’est un modèle rare de mixité culturelle.,C’est un symbole fort de cette province.,C’est une référence pour son style de jeu.,C’est un symbole fort de cette province.,C
11,Série 10,36,C2,33,Question 36 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245432-0vml97.mp3,,tcf_oral_output\audios\series_11_q36.mp3,Constituer un atlas mondial électronique.,Proposer des reportages sur la vie privée.,Recenser les plaintes pour violation d’intimité.,Surveiller les maisons pour stopper les vols.,Constituer un atlas mondial électronique.,A
11,Série 10,37,C2,33,Question 37 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245401-ybsds2.mp3,,tcf_oral_output\audios\series_11_q37.mp3,L’industrialisation galopante des rives.,La dégradation d’un site naturel rare.,La pollution des nappes phréatiques.,La raréfaction des énergies fossiles.,La dégradation d’un site naturel rare.,B
11,Série 10,38,C2,33,Question 38 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068245349-zj8k25.mp3,,tcf_oral_output\audios\series_11_q38.mp3,Mettre en place toutes les infrastructures d’accueil.,Prendre en compte des aspects financiers du projet.,Réussir l’intégration de la main-d’œuvre étrangère.,Susciter l’adhésion de tous les habitants concernés.,Mettre en place toutes les infrastructures d’accueil.,A
11,Série 10,39,C2,33,Question 39 : Écoutez le document sonore et la question. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1766068250257-m7j0c5.mp3,,tcf_oral_output\audios\series_11_q39.mp3,Le nombre de médiateurs est insuffisant pour répondre à la demande.,Les banques influencent les décisions prises par les médiateurs.,Les demandeurs trouvent que la procédure est trop longue et compliquée.,"Quelle que soit la nature du litige, le médiateur n’a qu’un pouvoir consultatif.","Quelle que soit la nature du litige, le médiateur n’a qu’un pouvoir consultatif.",D
12,Série 11,1,A1,3,"Écoutez les 4 propositions, choisissez celle qui correspond à l’image.",https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194959606-p7ch3v.jpg,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194962189-m6m7lz.mp3,tcf_oral_output\images\series_12_q01.jpg,tcf_oral_output\audios\series_12_q01.mp3,,,,,C,C
12,Série 11,2,A1,3,"Écoutez les 4 propositions, choisissez celle qui correspond à l’image.",https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194959959-p7j0m8.jpg,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194962160-xg1kkv.mp3,tcf_oral_output\images\series_12_q02.jpg,tcf_oral_output\audios\series_12_q02.mp3,,,,,A,A
12,Série 11,3,A1,3,Écoutez l’extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194959112-7vbcq7.mp3,,tcf_oral_output\audios\series_12_q03.mp3,,,,,D,D
12,Série 11,4,A1,3,Écoutez l’extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961959-7chb4b.mp3,,tcf_oral_output\audios\series_12_q04.mp3,,,,,C,C
12,Série 11,5,A2,9,Écoutez l’extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961638-dj8kaj.mp3,,tcf_oral_output\audios\series_12_q05.mp3,,,,,D,D
12,Série 11,6,A2,9,Écoutez l’extrait sonore et les 4 propositions. Choisissez la bonne réponse.,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961361-5n6wqz.mp3,,tcf_oral_output\audios\series_12_q06.mp3,,,,,A,A
12,Série 11,7,A2,9,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961566-t5asgk.mp3,,tcf_oral_output\audios\series_12_q07.mp3,La représentation est annulée.,Le spectacle est complet.,Les places sont trop chères.,Les réservations sont terminées.,Les places sont trop chères.,C
12,Série 11,8,A2,9,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961546-6kcmht.mp3,,tcf_oral_output\audios\series_12_q08.mp3,Pour annuler sa réservation.,Pour changer sa date d’arrivée.,Pour connaître l’heure d’ouverture.,Pour savoir le prix d’une chambre.,Pour changer sa date d’arrivée.,B
12,Série 11,9,A2,9,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194960917-d7q1r8.mp3,,tcf_oral_output\audios\series_12_q09.mp3,De consulter un médecin.,De regarder la météo.,De s’acheter des vêtements.,De s’habiller chaudement.,De s’habiller chaudement.,D
12,Série 11,10,A2,9,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961723-8f727j.mp3,,tcf_oral_output\audios\series_12_q10.mp3,La communication avec ses clients.,La recherche d’un nouveau travail.,L’achat d’un nouveau téléphone fixe.,L’utilisation de son ordinateur portable.,La communication avec ses clients.,A
12,Série 11,11,B1,15,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194960814-4dli6l.mp3,,tcf_oral_output\audios\series_12_q11.mp3,Elle a oublié un objet important.,Elle a raté son bus ce matin.,Elle doit s’absenter du bureau.,Elle est en retard à une réunion.,Elle a oublié un objet important.,A
12,Série 11,12,B1,15,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961240-1wruan.mp3,,tcf_oral_output\audios\series_12_q12.mp3,Dîner avec un ami.,Regarder un film.,Rentrer chez elle.,Travailler tard.,Dîner avec un ami.,A
12,Série 11,13,B1,15,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961320-5qz9ok.mp3,,tcf_oral_output\audios\series_12_q13.mp3,D’aller dans un bar.,De faire les courses.,De préparer un voyage.,De travailler ensemble.,D’aller dans un bar.,A
12,Série 11,14,B1,15,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961784-wpsh3y.mp3,,tcf_oral_output\audios\series_12_q14.mp3,La répartition des horaires.,Le contact avec les élèves.,Les activités pédagogiques.,L’organisation des leçons.,Le contact avec les élèves.,B
12,Série 11,15,B1,15,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961535-f47bn1.mp3,,tcf_oral_output\audios\series_12_q15.mp3,Pour l’inviter au restaurant.,Pour le remercier de son accueil.,Pour lui conseiller un logement.,Pour lui donner des informations.,Pour lui donner des informations.,D
12,Série 11,16,B1,15,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194960647-umxhaj.mp3,,tcf_oral_output\audios\series_12_q16.mp3,Elle aimerait que ses amis lui rendent visite.,Elle apprécie beaucoup sa nouvelle ville.,Elle souhaite repartir dans sa région.,Elle voudrait que sa famille déménage.,Elle apprécie beaucoup sa nouvelle ville.,B
12,Série 11,17,B1,15,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194962230-l91kjs.mp3,,tcf_oral_output\audios\series_12_q17.mp3,Elle aurait aimé faire du tourisme.,Elle aurait préféré se coucher tôt.,Elle espérait avoir plus d’interlocuteurs.,Elle s’attendait à un accueil plus favorable.,Elle aurait aimé faire du tourisme.,A
12,Série 11,18,B1,15,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194960327-hu91lc.mp3,,tcf_oral_output\audios\series_12_q18.mp3,Elle a mal compris son message.,Elle accepte son invitation.,Elle achètera les billets à l’avance.,Elle est déjà occupée ce soir.,Elle accepte son invitation.,B
12,Série 11,19,B1,15,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194962529-ykvdlq.mp3,,tcf_oral_output\audios\series_12_q19.mp3,D’assister à une rencontre sportive.,De fêter leur victoire entre copains.,De jouer au basket-ball sans payer.,De s’inscrire dans un nouveau club.,De jouer au basket-ball sans payer.,C
12,Série 11,20,B2,21,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194960764-5giqqw.mp3,,tcf_oral_output\audios\series_12_q20.mp3,Les conditions de recrutement sont plus difficiles aujourd’hui.,Les étudiants ignorent le fonctionnement de l’entreprise.,Les jeunes étaient préparés plus sérieusement dans le passé.,Les patrons actuels ont un degré d’exigence trop élevé.,Les conditions de recrutement sont plus difficiles aujourd’hui.,A
12,Série 11,21,B2,21,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194963349-478ftl.mp3,,tcf_oral_output\audios\series_12_q21.mp3,Elle est en congé.,Elle est tombée malade.,Elle travaille la nuit.,Elle voyage souvent.,Elle voyage souvent.,D
12,Série 11,22,B2,21,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961142-z14puc.mp3,,tcf_oral_output\audios\series_12_q22.mp3,D’attribuer à la lecture le statut de loisir.,De favoriser la lecture en autonomie.,De limiter la lecture d’histoires illustrées.,De sélectionner des lectures classiques.,D’attribuer à la lecture le statut de loisir.,A
12,Série 11,23,B2,21,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194959186-k75l0j.mp3,,tcf_oral_output\audios\series_12_q23.mp3,L’atmosphère détendue.,La souplesse des horaires.,L’efficacité de son équipe.,Les opportunités de carrière.,Les opportunités de carrière.,D
12,Série 11,24,B2,21,,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194962446-b2rh9d.mp3,,tcf_oral_output\audios\series_12_q24.mp3,Pour changer de profession.,Pour découvrir de nouveaux lieux.,Pour se rapprocher de sa famille.,Pour suivre son compagnon.,Pour suivre son compagnon.,D
12,Série 11,25,B2,21,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961762-6h5rpm.mp3,,tcf_oral_output\audios\series_12_q25.mp3,Écouter de la musique classique.,Parler des plats que l’on savoure.,Partager un repas en famille.,Avoir une table bien décorée.,Parler des plats que l’on savoure.,B
12,Série 11,26,B2,21,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194961701-4rh75c.mp3,,tcf_oral_output\audios\series_12_q26.mp3,Avoir la liberté d’être son propre patron.,Innover dans le domaine informatique.,Mener un projet aux États-Unis.,Mieux réussir que ses parents.,Avoir la liberté d’être son propre patron.,A
12,Série 11,27,B2,21,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194960910-mtl2l4.mp3,,tcf_oral_output\audios\series_12_q27.mp3,De la préparation des vacances.,Des révisions d’un examen.,D’un anniversaire surprise.,D’un projet de visites culturelles.,Des révisions d’un examen.,B
12,Série 11,28,B2,21,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194960820-bom511.mp3,,tcf_oral_output\audios\series_12_q28.mp3,Conseiller gratuitement des régimes minceur.,Faciliter la consommation de produits sains.,Livrer des spécialités régionales à domicile.,Proposer une émission de cuisine sur internet.,Faciliter la consommation de produits sains.,B
12,Série 11,29,B2,21,Écouter le document sonore et la question. Choisissez la bonne réponse :,,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/audio/1767194962367-sp6jrb.mp3,,tcf_oral_output\audios\series_12_q29.mp3,Jouer aux cartes.,Aller se promener.,Regarder la télévision.,Visiter la région.,Aller se promener.,B
